date,close
"17,11,2009",13.35
"18,11,2009",13.5
"19,11,2009",13.39
"20,11,2009",13.07
"23,11,2009",13.1
"24,11,2009",12.63
"25,11,2009",12.88
"26,11,2009",12.93
"27,11,2009",13.18
"30,11,2009",13.14
"01,12,2009",13.49
"02,12,2009",13.57
"03,12,2009",13.85
"04,12,2009",14.12
"07,12,2009",14.76
"08,12,2009",14.09
"09,12,2009",14.17
"10,12,2009",14.17
"11,12,2009",14.36
"14,12,2009",14.37
"15,12,2009",14.47
"16,12,2009",14.17
"17,12,2009",13.41
"18,12,2009",13.39
"21,12,2009",12.25
"22,12,2009",12.49
"23,12,2009",12.78
"24,12,2009",12.55
"29,12,2009",12.44
"30,12,2009",12.45
"31,12,2009",12.31
"04,01,2010",12.91
"05,01,2010",12.52
"06,01,2010",12.22
"07,01,2010",12.57
"08,01,2010",12.82
"11,01,2010",13
"12,01,2010",12.71
"13,01,2010",12.94
"14,01,2010",13.44
"15,01,2010",13.23
"18,01,2010",13.55
"19,01,2010",13.63
"20,01,2010",13.21
"21,01,2010",13.07
"22,01,2010",12.97
"25,01,2010",13.28
"26,01,2010",13.46
"27,01,2010",13.25
"28,01,2010",12.99
"29,01,2010",12.71
"01,02,2010",12.57
"02,02,2010",12.59
"03,02,2010",12.59
"04,02,2010",13.06
"05,02,2010",13.11
"08,02,2010",13.6
"09,02,2010",13.41
"10,02,2010",13.12
"11,02,2010",13.06
"12,02,2010",12.82
"15,02,2010",13
"16,02,2010",13.16
"17,02,2010",12.79
"18,02,2010",12.83
"19,02,2010",12.36
"22,02,2010",12.63
"23,02,2010",12.58
"24,02,2010",12.92
"25,02,2010",12.76
"26,02,2010",12.86
"01,03,2010",13.19
"02,03,2010",13.16
"03,03,2010",13.4
"04,03,2010",12.98
"05,03,2010",13.16
"08,03,2010",12.96
"09,03,2010",12.99
"10,03,2010",13.09
"11,03,2010",12.85
"12,03,2010",12.76
"15,03,2010",12.92
"16,03,2010",12.84
"17,03,2010",12.88
"18,03,2010",12.95
"19,03,2010",12.96
"22,03,2010",12.97
"23,03,2010",12.79
"24,03,2010",12.67
"25,03,2010",12.55
"26,03,2010",12.81
"29,03,2010",12.67
"30,03,2010",12.73
"31,03,2010",12.71
"01,04,2010",12.98
"05,04,2010",12.98
"06,04,2010",13.33
"07,04,2010",13.42
"08,04,2010",13.45
"09,04,2010",13.59
"12,04,2010",13.6
"13,04,2010",13.59
"14,04,2010",14.11
"15,04,2010",14.04
"16,04,2010",14.31
"19,04,2010",14.47
"20,04,2010",14.63
"21,04,2010",14.57
"22,04,2010",14.57
"23,04,2010",14.85
"26,04,2010",15.49
"27,04,2010",15.15
"28,04,2010",14.88
"29,04,2010",15.25
"30,04,2010",15.84
"03,05,2010",16.42
"04,05,2010",15.82
"05,05,2010",15.88
"06,05,2010",16.07
"07,05,2010",15.42
"10,05,2010",15.14
"11,05,2010",15.57
"12,05,2010",15.62
"13,05,2010",15.73
"14,05,2010",15.56
"17,05,2010",15.01
"18,05,2010",15.2
"19,05,2010",14.63
"20,05,2010",14.61
"21,05,2010",14.76
"24,05,2010",15.33
"25,05,2010",15.11
"26,05,2010",15.61
"27,05,2010",15.4
"28,05,2010",15.02
"31,05,2010",15.02
"01,06,2010",15.05
"02,06,2010",15.18
"03,06,2010",15.17
"04,06,2010",15.25
"07,06,2010",15.13
"08,06,2010",15.6
"09,06,2010",15.67
"10,06,2010",15.37
"11,06,2010",15.53
"14,06,2010",15.76
"15,06,2010",15.64
"16,06,2010",15.42
"17,06,2010",15.56
"18,06,2010",15.62
"21,06,2010",15.7
"22,06,2010",15.2
"23,06,2010",15.23
"24,06,2010",15.11
"25,06,2010",15.28
"28,06,2010",15.29
"29,06,2010",15.15
"30,06,2010",15.19
"01,07,2010",15.18
"02,07,2010",15.29
"05,07,2010",15.29
"06,07,2010",15.08
"07,07,2010",14.74
"08,07,2010",14.29
"09,07,2010",14.55
"12,07,2010",13.99
"13,07,2010",13.77
"14,07,2010",13.94
"15,07,2010",13.88
"16,07,2010",14.19
"19,07,2010",14.48
"20,07,2010",14.16
"21,07,2010",13.87
"22,07,2010",14.18
"23,07,2010",13.94
"26,07,2010",13.46
"27,07,2010",13.65
"28,07,2010",13.7
"29,07,2010",13.95
"30,07,2010",14.08
"02,08,2010",14.43
"03,08,2010",14.37
"04,08,2010",14.27
"05,08,2010",14.28
"06,08,2010",14.17
"09,08,2010",14.51
"10,08,2010",14.44
"11,08,2010",14.34
"12,08,2010",14.36
"13,08,2010",14.42
"16,08,2010",14.34
"17,08,2010",14.42
"18,08,2010",14.33
"19,08,2010",14.85
"20,08,2010",15
"23,08,2010",14.76
"24,08,2010",14.9
"25,08,2010",15.32
"26,08,2010",15.18
"27,08,2010",15.22
"30,08,2010",15.39
"31,08,2010",15.22
"01,09,2010",15.34
"02,09,2010",15.73
"03,09,2010",15.69
"06,09,2010",15.67
"07,09,2010",15.69
"08,09,2010",15.56
"09,09,2010",15.46
"10,09,2010",15.23
"13,09,2010",15.25
"14,09,2010",15.22
"15,09,2010",15.37
"16,09,2010",15.21
"17,09,2010",15.26
"20,09,2010",14.97
"21,09,2010",14.87
"22,09,2010",14.99
"23,09,2010",14.83
"24,09,2010",15.23
"27,09,2010",15.32
"28,09,2010",15.67
"29,09,2010",15.65
"30,09,2010",15.41
"01,10,2010",15.36
"04,10,2010",15.27
"05,10,2010",15.57
"06,10,2010",15.57
"07,10,2010",15.47
"08,10,2010",15.57
"11,10,2010",15.84
"12,10,2010",15.75
"13,10,2010",15.63
"14,10,2010",15.54
"15,10,2010",15.45
"18,10,2010",15.38
"19,10,2010",15.03
"20,10,2010",15.15
"21,10,2010",14.86
"22,10,2010",15.07
"25,10,2010",15.16
"26,10,2010",15
"27,10,2010",15.1
"28,10,2010",14.91
"29,10,2010",14.63
"01,11,2010",14.69
"02,11,2010",14.71
"03,11,2010",14.69
"04,11,2010",14.38
"05,11,2010",14.51
"08,11,2010",14.24
"09,11,2010",14.3
"10,11,2010",14.49
"11,11,2010",14.84
"12,11,2010",14.9
"15,11,2010",15.11
"16,11,2010",14.63
"17,11,2010",14.88
"18,11,2010",14.94
"19,11,2010",14.96
"22,11,2010",15.08
"23,11,2010",15.02
"24,11,2010",15.15
"25,11,2010",15.08
"26,11,2010",15.08
"29,11,2010",14.95
"30,11,2010",14.76
"01,12,2010",14.84
"02,12,2010",14.67
"03,12,2010",14.75
"06,12,2010",14.87
"07,12,2010",14.79
"08,12,2010",14.67
"09,12,2010",14.53
"10,12,2010",14.59
"13,12,2010",14.53
"14,12,2010",14.46
"15,12,2010",14.34
"16,12,2010",14.26
"17,12,2010",13.98
"20,12,2010",13.9
"21,12,2010",13.96
"22,12,2010",14.1
"23,12,2010",13.86
"24,12,2010",13.87
"27,12,2010",13.87
"28,12,2010",13.87
"29,12,2010",14.06
"30,12,2010",13.94
"31,12,2010",14.02
"03,01,2011",14.02
"04,01,2011",14.21
"05,01,2011",14.31
"06,01,2011",14.47
"07,01,2011",14.41
"10,01,2011",14.01
"11,01,2011",14.09
"12,01,2011",14.03
"13,01,2011",14.06
"14,01,2011",14.27
"17,01,2011",14.34
"18,01,2011",14.39
"19,01,2011",14.16
"20,01,2011",14.15
"21,01,2011",14.26
"24,01,2011",14.37
"25,01,2011",14.68
"26,01,2011",14.69
"27,01,2011",14.51
"28,01,2011",14.54
"31,01,2011",14.76
"01,02,2011",14.64
"02,02,2011",14.76
"03,02,2011",14.47
"04,02,2011",14.49
"07,02,2011",14.42
"08,02,2011",14.49
"09,02,2011",14.46
"10,02,2011",14.47
"11,02,2011",14.67
"14,02,2011",14.67
"15,02,2011",14.57
"16,02,2011",14.46
"17,02,2011",14.59
"18,02,2011",14.63
"21,02,2011",15.04
"22,02,2011",15.02
"23,02,2011",14.96
"24,02,2011",15.05
"25,02,2011",15.21
"28,02,2011",15.3
"01,03,2011",15.28
"02,03,2011",15.2
"03,03,2011",15.17
"04,03,2011",15.5
"07,03,2011",15.39
"08,03,2011",15.31
"09,03,2011",15.36
"10,03,2011",15.3
"11,03,2011",15.3
"14,03,2011",16.02
"15,03,2011",16.67
"16,03,2011",16.71
"17,03,2011",16.28
"18,03,2011",16.76
"21,03,2011",16.35
"22,03,2011",16.42
"23,03,2011",16.42
"24,03,2011",16.06
"25,03,2011",16.33
"28,03,2011",16.79
"29,03,2011",16.69
"30,03,2011",16.66
"31,03,2011",16.88
"01,04,2011",16.75
"04,04,2011",16.83
"05,04,2011",16.62
"06,04,2011",16.74
"07,04,2011",16.58
"08,04,2011",16.6
"11,04,2011",16.36
"12,04,2011",16.2
"13,04,2011",16.25
"14,04,2011",16.38
"15,04,2011",16.69
"18,04,2011",16.3
"19,04,2011",16.41
"20,04,2011",16.62
"21,04,2011",16.5
"25,04,2011",16.5
"26,04,2011",16.52
"27,04,2011",16.61
"28,04,2011",16.77
"29,04,2011",16.7
"02,05,2011",17.03
"03,05,2011",16.81
"04,05,2011",16.7
"05,05,2011",16.58
"06,05,2011",16.66
"09,05,2011",16.63
"10,05,2011",16.56
"11,05,2011",16.44
"12,05,2011",16.52
"13,05,2011",16.38
"16,05,2011",16.55
"17,05,2011",16.3
"18,05,2011",16.25
"19,05,2011",16.17
"20,05,2011",16.07
"23,05,2011",15.85
"24,05,2011",16.05
"25,05,2011",16.05
"26,05,2011",16.05
"27,05,2011",16.6
"30,05,2011",16.6
"31,05,2011",16.69
"01,06,2011",16.51
"02,06,2011",16.46
"03,06,2011",16.53
"06,06,2011",16.39
"07,06,2011",16.35
"08,06,2011",16.21
"09,06,2011",16.38
"10,06,2011",16.37
"13,06,2011",16.4
"14,06,2011",16.21
"15,06,2011",15.98
"16,06,2011",15.82
"17,06,2011",15.4
"20,06,2011",15.02
"21,06,2011",14.55
"22,06,2011",14.54
"23,06,2011",13.15
"24,06,2011",12.07
"27,06,2011",12.76
"28,06,2011",13.36
"29,06,2011",12.91
"30,06,2011",13.43
"01,07,2011",13.18
"04,07,2011",13.31
"05,07,2011",13.44
"06,07,2011",13.07
"07,07,2011",12.89
"08,07,2011",12.58
"11,07,2011",11.97
"12,07,2011",12.28
"13,07,2011",11.87
"14,07,2011",12.19
"15,07,2011",12.31
"18,07,2011",12.13
"19,07,2011",12.28
"20,07,2011",12.69
"21,07,2011",13.01
"22,07,2011",12.89
"25,07,2011",12.83
"26,07,2011",12.76
"27,07,2011",12.3
"28,07,2011",12.39
"29,07,2011",12.12
"01,08,2011",11.9
"02,08,2011",11.63
"03,08,2011",11.32
"04,08,2011",11.18
"05,08,2011",10.59
"08,08,2011",10.63
"09,08,2011",11.32
"10,08,2011",11.49
"11,08,2011",12.15
"12,08,2011",12.35
"15,08,2011",12.36
"16,08,2011",12.27
"17,08,2011",12.69
"18,08,2011",12.23
"19,08,2011",12.38
"22,08,2011",12.45
"23,08,2011",12.8
"24,08,2011",13.05
"25,08,2011",12.89
"26,08,2011",13.06
"29,08,2011",13.19
"30,08,2011",13.38
"31,08,2011",12.84
"01,09,2011",12.8
"02,09,2011",12.51
"05,09,2011",12.29
"06,09,2011",12.09
"07,09,2011",12.34
"08,09,2011",12.16
"09,09,2011",11.79
"12,09,2011",11.81
"13,09,2011",11.94
"14,09,2011",12.13
"15,09,2011",12.28
"16,09,2011",12.06
"19,09,2011",11.72
"20,09,2011",11.82
"21,09,2011",11.72
"22,09,2011",11.25
"23,09,2011",11.27
"26,09,2011",10.81
"27,09,2011",10.82
"28,09,2011",10.5
"29,09,2011",10.93
"30,09,2011",10.74
"03,10,2011",10.17
"04,10,2011",10.1
"05,10,2011",10.23
"06,10,2011",10.47
"07,10,2011",10.46
"10,10,2011",10.72
"11,10,2011",10.67
"12,10,2011",10.7
"13,10,2011",10.3
"14,10,2011",10.41
"17,10,2011",10.34
"18,10,2011",10.3
"19,10,2011",10.02
"20,10,2011",10.19
"21,10,2011",10.36
"24,10,2011",10.54
"25,10,2011",10.41
"26,10,2011",10.12
"27,10,2011",10.43
"28,10,2011",10.42
"31,10,2011",10.17
"01,11,2011",9.87
"02,11,2011",9.49
"03,11,2011",9.69
"04,11,2011",9.42
"07,11,2011",9.95
"08,11,2011",10.1
"09,11,2011",9.89
"10,11,2011",9.82
"11,11,2011",10.12
"14,11,2011",10.06
"15,11,2011",10.03
"16,11,2011",9.87
"17,11,2011",9.65
"18,11,2011",9.35
"21,11,2011",8.9
"22,11,2011",9.1
"23,11,2011",8.44
"24,11,2011",7.89
"25,11,2011",7.71
"28,11,2011",7.99
"29,11,2011",7.98
"30,11,2011",8.35
"01,12,2011",7.93
"02,12,2011",7.82
"05,12,2011",7.31
"06,12,2011",7.32
"07,12,2011",7.21
"08,12,2011",7.64
"09,12,2011",7.84
"12,12,2011",7.54
"13,12,2011",7.03
"14,12,2011",6.45
"15,12,2011",6.77
"16,12,2011",6.75
"19,12,2011",6.98
"20,12,2011",8.6
"21,12,2011",8.04
"22,12,2011",7.77
"23,12,2011",7.91
"27,12,2011",7.91
"28,12,2011",7.5
"29,12,2011",6.98
"30,12,2011",7.03
"03,01,2012",6.32
"04,01,2012",6.29
"05,01,2012",6.44
"06,01,2012",6.33
"09,01,2012",6.53
"10,01,2012",6.86
"11,01,2012",6.77
"12,01,2012",6.94
"13,01,2012",6.75
"16,01,2012",6.49
"17,01,2012",6.5
"18,01,2012",6.63
"19,01,2012",7.09
"20,01,2012",7.05
"23,01,2012",6.89
"24,01,2012",7.29
"25,01,2012",7.37
"26,01,2012",7.52
"27,01,2012",7.99
"30,01,2012",7.59
"31,01,2012",7.85
"01,02,2012",8.27
"02,02,2012",8.54
"03,02,2012",8.3
"06,02,2012",8.5
"07,02,2012",8.54
"08,02,2012",8.13
"09,02,2012",7.8
"10,02,2012",7.73
"13,02,2012",7.47
"14,02,2012",7.91
"15,02,2012",8.16
"16,02,2012",8.78
"17,02,2012",9.05
"20,02,2012",8.55
"21,02,2012",8.97
"22,02,2012",8.94
"23,02,2012",8.63
"24,02,2012",9.2
"27,02,2012",9.28
"28,02,2012",8.8
"29,02,2012",8.34
"01,03,2012",8.65
"02,03,2012",8.83
"05,03,2012",8.62
"06,03,2012",8.35
"07,03,2012",8.4
"08,03,2012",8.25
"09,03,2012",7.9
"12,03,2012",7.66
"13,03,2012",7.62
"14,03,2012",7.95
"15,03,2012",7.83
"16,03,2012",7.6
"19,03,2012",7.62
"20,03,2012",7.02
"21,03,2012",7.26
"22,03,2012",6.71
"23,03,2012",6.87
"26,03,2012",6.84
"27,03,2012",7.17
"28,03,2012",7.1
"29,03,2012",6.77
"30,03,2012",7.04
"02,04,2012",6.25
"03,04,2012",6.38
"04,04,2012",6.11
"05,04,2012",6.71
"09,04,2012",6.71
"10,04,2012",6.81
"11,04,2012",6.95
"12,04,2012",7.09
"13,04,2012",7.15
"16,04,2012",6.84
"17,04,2012",7.1
"18,04,2012",7.25
"19,04,2012",7.38
"20,04,2012",7.37
"23,04,2012",7.12
"24,04,2012",7.12
"25,04,2012",7.07
"26,04,2012",7.26
"27,04,2012",7.28
"30,04,2012",7.52
"01,05,2012",7.49
"02,05,2012",7.12
"03,05,2012",7.06
"04,05,2012",6.6
"07,05,2012",6.62
"08,05,2012",6.76
"09,05,2012",6.7
"10,05,2012",6.67
"11,05,2012",6.75
"14,05,2012",6.59
"15,05,2012",6.48
"16,05,2012",6.53
"17,05,2012",6.48
"18,05,2012",6.36
"21,05,2012",6.63
"22,05,2012",6.91
"23,05,2012",6.71
"24,05,2012",6.81
"25,05,2012",6.82
"28,05,2012",6.71
"29,05,2012",6.54
"30,05,2012",6.4
"31,05,2012",6.27
"01,06,2012",6.38
"04,06,2012",6.38
"05,06,2012",6.38
"06,06,2012",6.36
"07,06,2012",6.45
"08,06,2012",6.6
"11,06,2012",6.62
"12,06,2012",6.65
"13,06,2012",6.71
"14,06,2012",6.84
"15,06,2012",7.23
"18,06,2012",7.33
"19,06,2012",7.5
"20,06,2012",7.44
"21,06,2012",7.5
"22,06,2012",8.09
"25,06,2012",7.98
"26,06,2012",8.02
"27,06,2012",7.93
"28,06,2012",7.95
"29,06,2012",8.24
"02,07,2012",8.11
"03,07,2012",8.3
"04,07,2012",8.26
"05,07,2012",8.32
"06,07,2012",8.04
"09,07,2012",7.98
"10,07,2012",7.92
"11,07,2012",7.87
"12,07,2012",7.63
"13,07,2012",7.63
"16,07,2012",7.55
"17,07,2012",7.65
"18,07,2012",7.13
"19,07,2012",6.86
"20,07,2012",7.12
"23,07,2012",7.11
"24,07,2012",7.18
"25,07,2012",6.84
"26,07,2012",6.96
"27,07,2012",6.9
"30,07,2012",6.57
"31,07,2012",6.9
"01,08,2012",6.94
"02,08,2012",7.05
"03,08,2012",7.08
"06,08,2012",7.17
"07,08,2012",7.29
"08,08,2012",7.21
"09,08,2012",7.12
"10,08,2012",7.18
"13,08,2012",7.47
"14,08,2012",7.63
"15,08,2012",7.46
"16,08,2012",7.68
"17,08,2012",7.68
"20,08,2012",7.62
"21,08,2012",7.88
"22,08,2012",7.99
"23,08,2012",8.12
"24,08,2012",8.13
"27,08,2012",8.1
"28,08,2012",7.93
"29,08,2012",7.67
"30,08,2012",7.64
"31,08,2012",8.03
"03,09,2012",8.22
"04,09,2012",8.17
"05,09,2012",8.2
"06,09,2012",8.21
"07,09,2012",8.33
"10,09,2012",7.79
"11,09,2012",7.7
"12,09,2012",7.89
"13,09,2012",7.75
"14,09,2012",7.4
"17,09,2012",7.35
"18,09,2012",7.4
"19,09,2012",7.52
"20,09,2012",7.63
"21,09,2012",7.41
"24,09,2012",7.22
"25,09,2012",7.48
"26,09,2012",7.63
"27,09,2012",7.86
"28,09,2012",7.96
"01,10,2012",7.95
"02,10,2012",7.87
"03,10,2012",7.59
"04,10,2012",7.64
"05,10,2012",7.81
"08,10,2012",7.92
"09,10,2012",7.89
"10,10,2012",7.72
"11,10,2012",7.81
"12,10,2012",7.83
"15,10,2012",7.69
"16,10,2012",8
"17,10,2012",8.28
"18,10,2012",8.08
"19,10,2012",7.97
"22,10,2012",7.91
"23,10,2012",7.88
"24,10,2012",7.67
"25,10,2012",7.69
"26,10,2012",7.89
"29,10,2012",8.08
"30,10,2012",8.15
"31,10,2012",8.24
"01,11,2012",8.05
"02,11,2012",8.11
"05,11,2012",8.26
"06,11,2012",8.35
"07,11,2012",8.23
"08,11,2012",8.28
"09,11,2012",8.33
"12,11,2012",9.08
"13,11,2012",8.41
"14,11,2012",7.92
"15,11,2012",7.13
"16,11,2012",6.9
"19,11,2012",6.71
"20,11,2012",6.74
"21,11,2012",6.77
"22,11,2012",6.79
"23,11,2012",7.01
"26,11,2012",6.84
"27,11,2012",6.85
"28,11,2012",6.83
"29,11,2012",6.58
"30,11,2012",6.2
"03,12,2012",5.95
"04,12,2012",5.72
"05,12,2012",6.15
"06,12,2012",6.39
"07,12,2012",6.78
"10,12,2012",7.07
"11,12,2012",6.84
"12,12,2012",6.75
"13,12,2012",6.67
"14,12,2012",6.57
"17,12,2012",6.47
"18,12,2012",6.75
"19,12,2012",7.06
"20,12,2012",7.2
"21,12,2012",7.04
"24,12,2012",6.95
"26,12,2012",6.95
"27,12,2012",6.87
"28,12,2012",6.53
"31,12,2012",6.48
"02,01,2013",6.4
"03,01,2013",6.23
"04,01,2013",6.17
"07,01,2013",6.49
"08,01,2013",6.3
"09,01,2013",6.05
"10,01,2013",5.89
"11,01,2013",5.75
"14,01,2013",5.74
"15,01,2013",5.91
"16,01,2013",5.5
"17,01,2013",5.47
"18,01,2013",4.98
"21,01,2013",4.83
"22,01,2013",5.32
"23,01,2013",4.53
"24,01,2013",4.23
"25,01,2013",4.01
"28,01,2013",4.08
"29,01,2013",3.89
"30,01,2013",3.7
"31,01,2013",3.33
"01,02,2013",4.23
"04,02,2013",4.21
"05,02,2013",4.3
"06,02,2013",4.07
"07,02,2013",4.09
"08,02,2013",4.44
"11,02,2013",4.37
"12,02,2013",4.47
"13,02,2013",5.11
"14,02,2013",5.13
"15,02,2013",5.07
"18,02,2013",4.99
"19,02,2013",4.57
"20,02,2013",4.86
"21,02,2013",5.18
"22,02,2013",5.07
"25,02,2013",4.47
"26,02,2013",4.2
"27,02,2013",4.37
"28,02,2013",4.8
"01,03,2013",4.57
"04,03,2013",4.53
"05,03,2013",4.14
"06,03,2013",4.19
"07,03,2013",4.24
"08,03,2013",4.18
"11,03,2013",3.88
"12,03,2013",3.66
"13,03,2013",3.45
"14,03,2013",3.63
"15,03,2013",3.71
"18,03,2013",3.48
"19,03,2013",3.47
"20,03,2013",3.93
"21,03,2013",4.38
"22,03,2013",4.11
"25,03,2013",4.44
"26,03,2013",4.57
"27,03,2013",4.9
"28,03,2013",4.76
"01,04,2013",4.76
"02,04,2013",4.9
"03,04,2013",4.87
"04,04,2013",4.99
"05,04,2013",5.13
"08,04,2013",5.14
"09,04,2013",4.73
"10,04,2013",4.25
"11,04,2013",4.29
"12,04,2013",4.71
"15,04,2013",4.7
"16,04,2013",3.05
"17,04,2013",2.72
"18,04,2013",3.04
"19,04,2013",3.13
"22,04,2013",2.85
"23,04,2013",3.05
"24,04,2013",2.98
"25,04,2013",2.92
"26,04,2013",3.06
"29,04,2013",3.27
"30,04,2013",3.08
"01,05,2013",2.87
"02,05,2013",3.04
"03,05,2013",3.73
"06,05,2013",3.86
"07,05,2013",3.69
"08,05,2013",3.44
"09,05,2013",3.74
"10,05,2013",3.33
"13,05,2013",3.22
"14,05,2013",3.47
"15,05,2013",3.59
"16,05,2013",3.65
"17,05,2013",3.49
"20,05,2013",3.56
"21,05,2013",3.51
"22,05,2013",3.28
"23,05,2013",3.36
"24,05,2013",3.51
"27,05,2013",3.45
"28,05,2013",3.6
"29,05,2013",3.7
"30,05,2013",3.77
"31,05,2013",3.91
"03,06,2013",3.87
"04,06,2013",3.91
"05,06,2013",3.86
"06,06,2013",3.95
"07,06,2013",4.07
"10,06,2013",4
"11,06,2013",4.16
"12,06,2013",4.46
"13,06,2013",4.38
"14,06,2013",4.74
"17,06,2013",4.55
"18,06,2013",4.67
"19,06,2013",4.35
"20,06,2013",4.4
"21,06,2013",4.35
"24,06,2013",4.09
"25,06,2013",4.27
"26,06,2013",4.41
"27,06,2013",4.42
"28,06,2013",4.2
"01,07,2013",4.23
"02,07,2013",4.28
"03,07,2013",4.68
"04,07,2013",4.54
"05,07,2013",4.28
"08,07,2013",4.23
"09,07,2013",4.16
"10,07,2013",4.04
"11,07,2013",4.08
"12,07,2013",4.03
"15,07,2013",4.04
"16,07,2013",4.12
"17,07,2013",4.12
"18,07,2013",4.12
"19,07,2013",4.18
"22,07,2013",4.2
"23,07,2013",4.25
"24,07,2013",4.29
"25,07,2013",4.29
"26,07,2013",4.32
"29,07,2013",4.32
"30,07,2013",4.27
"31,07,2013",4.32
"01,08,2013",4.33
"02,08,2013",4.38
"05,08,2013",4.41
"06,08,2013",4.5
"07,08,2013",4.44
"08,08,2013",4.51
"09,08,2013",4.44
"12,08,2013",4.31
"13,08,2013",4.29
"14,08,2013",4.35
"15,08,2013",4.35
"16,08,2013",4.35
"19,08,2013",4.32
"20,08,2013",4.34
"21,08,2013",4.36
"22,08,2013",4.51
"23,08,2013",4.42
"26,08,2013",4.41
"27,08,2013",4.53
"28,08,2013",4.59
"29,08,2013",4.58
"30,08,2013",4.55
"02,09,2013",4.49
"03,09,2013",4.4
"04,09,2013",4.54
"05,09,2013",4.95
"06,09,2013",5.32
"09,09,2013",5.3
"10,09,2013",5.12
"11,09,2013",5.25
"12,09,2013",5.61
"13,09,2013",5.39
"16,09,2013",5.46
"17,09,2013",5.66
"18,09,2013",5.52
"19,09,2013",5.35
"20,09,2013",5.35
"23,09,2013",5.41
"24,09,2013",5.37
"25,09,2013",5.37
"26,09,2013",5.46
"27,09,2013",5.39
"30,09,2013",5.02
"01,10,2013",5.15
"02,10,2013",5.28
"03,10,2013",5.2
"04,10,2013",5.11
"07,10,2013",4.97
"08,10,2013",4.87
"09,10,2013",4.8
"10,10,2013",4.77
"11,10,2013",4.62
"14,10,2013",4.82
"15,10,2013",4.96
"16,10,2013",5.34
"17,10,2013",5.18
"18,10,2013",5.13
"21,10,2013",4.59
"22,10,2013",4.71
"23,10,2013",4.62
"24,10,2013",4.67
"25,10,2013",5.01
"28,10,2013",4.83
"29,10,2013",5.09
"30,10,2013",4.97
"31,10,2013",4.81
"01,11,2013",4.62
"04,11,2013",4.56
"05,11,2013",4.8
"06,11,2013",4.78
"07,11,2013",4.8
"08,11,2013",4.49
"11,11,2013",4.61
"12,11,2013",4.65
"13,11,2013",4.65
"14,11,2013",4.59
"15,11,2013",4.5
"18,11,2013",4.35
"19,11,2013",4.42
"20,11,2013",4.49
"21,11,2013",4.41
"22,11,2013",4.43
"25,11,2013",4.4
"26,11,2013",4.49
"27,11,2013",4.47
"28,11,2013",4.43
"29,11,2013",4.36
"02,12,2013",4.5
"03,12,2013",4.48
"04,12,2013",4.48
"05,12,2013",4.64
"06,12,2013",4.79
"09,12,2013",4.9
"10,12,2013",5.02
"11,12,2013",4.88
"12,12,2013",4.9
"13,12,2013",4.8
"16,12,2013",4.67
"17,12,2013",4.91
"18,12,2013",4.89
"19,12,2013",4.94
"20,12,2013",4.78
"23,12,2013",4.79
"24,12,2013",4.92
"26,12,2013",4.92
"27,12,2013",4.94
"30,12,2013",4.93
"31,12,2013",4.86
"02,01,2014",4.74
"03,01,2014",4.72
"06,01,2014",4.64
"07,01,2014",4.69
"08,01,2014",4.58
"09,01,2014",4.51
"10,01,2014",4.53
"13,01,2014",4.63
"14,01,2014",4.83
"15,01,2014",4.82
"16,01,2014",5.07
"17,01,2014",5.07
"20,01,2014",4.93
"21,01,2014",5.04
"22,01,2014",5.13
"23,01,2014",5.03
"24,01,2014",5.26
"27,01,2014",5.37
"28,01,2014",5.52
"29,01,2014",5.5
"30,01,2014",5.71
"31,01,2014",5.52
"03,02,2014",5.84
"04,02,2014",5.82
"05,02,2014",6.07
"06,02,2014",6.44
"07,02,2014",6.42
"10,02,2014",6.4
"11,02,2014",6.24
"12,02,2014",6.35
"13,02,2014",6.38
"14,02,2014",6.58
"17,02,2014",6.8
"18,02,2014",6.74
"19,02,2014",6.91
"20,02,2014",6.98
"21,02,2014",7.13
"24,02,2014",7
"25,02,2014",6.21
"26,02,2014",6.48
"27,02,2014",6.5
"28,02,2014",7.06
"03,03,2014",6.61
"04,03,2014",6.81
"05,03,2014",6.77
"06,03,2014",6.8
"07,03,2014",6.9
"10,03,2014",6.89
"11,03,2014",6.82
"12,03,2014",6.5
"13,03,2014",6.43
"14,03,2014",6.29
"17,03,2014",5.87
"18,03,2014",5.75
"19,03,2014",5.99
"20,03,2014",6.01
"21,03,2014",6.18
"24,03,2014",5.86
"25,03,2014",5.85
"26,03,2014",5.8
"27,03,2014",5.17
"28,03,2014",4.34
"31,03,2014",4.64
"01,04,2014",5.06
"02,04,2014",4.85
"03,04,2014",4.87
"04,04,2014",4.7
"07,04,2014",4.99
"08,04,2014",4.87
"09,04,2014",4.95
"10,04,2014",5.13
"11,04,2014",5.33
"14,04,2014",5.25
"15,04,2014",5.55
"16,04,2014",5.47
"17,04,2014",5.56
"21,04,2014",5.56
"22,04,2014",5.69
"23,04,2014",5.68
"24,04,2014",5.73
"25,04,2014",5.08
"28,04,2014",5.22
"29,04,2014",5.43
"30,04,2014",5.42
"01,05,2014",5.42
"02,05,2014",5.2
"05,05,2014",5.23
"06,05,2014",5.24
"07,05,2014",5.14
"08,05,2014",5.15
"09,05,2014",5.25
"12,05,2014",5.31
"13,05,2014",5.3
"14,05,2014",5.12
"15,05,2014",4.78
"16,05,2014",4.8
"19,05,2014",4.7
"20,05,2014",4.84
"21,05,2014",5.12
"22,05,2014",5.16
"23,05,2014",5.12
"26,05,2014",5.09
"27,05,2014",5.17
